conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a7242a8d-3762-42b7-b430-3369351bbd7d,dokonywać korekcji barwnej obrazów w ramach procesu digital intermediate,released,skill/competence,sector-specific,dokonywać korekcji barwnej obrazów przy użyciu technologii DI,Używanie urządzenia skanującego do skanowania filmów w celu cyfrowego dopracowania przy użyciu oprogramowania do edycji obrazu.,http://data.europa.eu/esco/skill/9ce52938-fe28-4548-b38d-0c783933e19a | http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,edytować ruchome obrazy cyfrowe | wykorzystywanie narzędzi cyfrowych do przetwarzania dźwięku i obrazu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a7723f06-53c3-4228-9fd0-1952ea1d7391,oprogramowanie Havok Vision,released,knowledge,sector-specific,,"Silnik gry, który składa się ze zintegrowanych środowisk programistycznych i specjalistycznych narzędzi projektowych, zaprojektowanych do szybkiej iteracji gier komputerowych pochodzących od użytkowników. 
 ",http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960 | http://data.europa.eu/esco/isced-f/0211,systemy tworzenia gier cyfrowych | techniki audiowizualne i produkcja medialna
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a7a14be2-78b5-4b4a-ba77-2658285e2756,stosować inżynierię odwrotną,released,skill/competence,sector-specific,,"Stosowanie technik pozyskiwania informacji lub demontażu komponentu, oprogramowania lub systemu ICT, w celu analizowania, poprawiania i ponownego montażu lub odtwarzania.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programowanie systemów komputerowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a7f0fbe0-c546-4f30-8e41-34a58c64567e,przechowywanie danych,released,knowledge,sector-specific,usługa hostingu plików,"Fizyczne i techniczne koncepcje dotyczące sposobu, w jaki cyfrowe przechowywanie danych jest organizowane w ramach konkretnych programów, zarówno na szczeblu lokalnym, takich jak pamięci na dysku twardym i pamięci o dostępie swobodnym (RAM), jak i na odległość, poprzez sieć, Internet lub chmurę.",http://data.europa.eu/esco/isced-f/0612,projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a800a15c-2d1b-4151-8bf3-b21d47f709a1,opracowywać plan rozwoju społeczności internetowej,released,skill/competence,sector-specific,,"Stworzenie planu rozwoju społeczności internetowej, rozwoju wykorzystania, zachowania aktualnych użytkowników i zwiększenia udziału użytkowników.",http://data.europa.eu/esco/skill/52e3507b-1cad-409f-9146-3c5e2afe7df9 | http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,zarządzać komunikacją internetową | opracowywanie systemów lub aplikacji ict
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a80fb090-63f4-4b05-83a5-2f090deb7757,zarządzać systemami gromadzenia danych,released,skill/competence,sector-specific,,Opracowywanie metod i strategii wykorzystywanych w celu maksymalizacji jakości danych i efektywności statystycznej gromadzenia danych oraz zarządzanie nimi w celu zapewnienia optymalizacji zgromadzonych danych dla ich dalszego przetwarzania.,http://data.europa.eu/esco/skill/9ff9db9d-d14b-426e-83f3-e7449af6c79f | http://data.europa.eu/esco/skill/79e29b8b-47d1-470d-b7b1-32506bfe7d9a | http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,zarządzać danymi | gromadzić dane ICT | zarządzanie informacjami
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a87c1c42-8927-4183-97c7-a17554c22b29,Litmos,released,knowledge,sector-specific,,"Program komputerowy Litmos to platforma e-learningowa do tworzenia, administrowania, organizowania, raportowania i prowadzenia kursów edukacyjnych lub programów szkoleniowych. Jest on opracowywany przez firmę CallidusCloud.",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,systemy zarządzania nauczaniem | projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a88da605-095f-4a4f-be1c-d1444df8228a,media cyfrowe,released,knowledge,cross-sector,cyfrowe nośniki audio | cyfrowe media wideo,"Zestaw mediów przesyłanych za pośrednictwem urządzeń elektronicznych.
	",http://data.europa.eu/esco/isced-f/0211,techniki audiowizualne i produkcja medialna
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a8d07b5a-c1a1-42c6-9d53-db9c7a2ca996,PostgreSQL,released,knowledge,sector-specific,,"Program komputerowy PostgreSQL to wolne i otwarte oprogramowanie do tworzenia, aktualizacji i zarządzania bazami danych, opracowane przez PostgreSQL Global Development Group.",http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f | http://data.europa.eu/esco/isced-f/0612,system zarządzania bazą danych | projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a91732ce-988e-4105-9570-f425c6ffdc82,system własności intelektualnej w odniesieniu do treści cyfrowych,released,knowledge,cross-sector,przestrzeganie prawa autorskiego i licencji związanych z zasobami cyfrowymi | rozumienie prawa własności intelektualnej i licencji w zakresie zasobów cyfrowych,"Przepisy dotyczące praw autorskich i licencji mające zastosowanie do danych, informacji i treści cyfrowych.
	",http://data.europa.eu/esco/skill/f5369f2f-e52b-43d8-8d31-79a6c11188d8 | http://data.europa.eu/esco/isced-f/0211,tworzenie treści cyfrowych | techniki audiowizualne i produkcja medialna
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a9622bbb-3a6f-4819-a3fe-cd6a447a78e9,Sakai,released,knowledge,sector-specific,,"Program komputerowy Sakai jest platformą e-learningową do tworzenia, administrowania, organizowania, raportowania i dostarczania kursów edukacyjnych lub programów szkoleniowych. Został on opracowany przez firmę Apereo.",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,systemy zarządzania nauczaniem | projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a96dea4e-1c76-4808-8f18-3ce662ff82cb,opisywać sceny gier cyfrowych,released,skill/competence,occupation-specific,opisywać sceny gier wideo | tworzyć sceny gier cyfrowych | opisywać sceny gier komputerowych | tworzyć lokacje w grach cyfrowych,"Opisywanie scen gier cyfrowych poprzez komunikowanie się i współpracę z ekipą artystyczną, projektantami i artystami w celu określenia zakresu wirtualnych środowisk gry.",http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,opracowywanie systemów lub aplikacji ict
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a9b68e58-766a-403d-b5fe-955b57bdad1b,obsługiwać elektroniczne narzędzia pomiarowe,released,skill/competence,sector-specific,obsługa multimetru | obsługa miernika prądu | obsługiwać elektroniczne przyrządy pomiarowe | obsługa miernika uniwersalnego | obsługa miernika napięcia | obsługiwać woltomierz,"Obsługa szerokiej gamy urządzeń do pomiaru właściwości elektronicznych elementów systemu, takich jak licznik mocy optycznej, licznik poboru mocy światłowodowej, cyfrowy licznik mocy i liczniki komorowe.",http://data.europa.eu/esco/skill/c8f4aad2-ea23-49a2-9708-a6049c2d28ce | http://data.europa.eu/esco/skill/cb1a2fbf-242d-4a4e-a466-588378f124c1 | http://data.europa.eu/esco/skill/b92758d4-4591-4df1-9ceb-f907aa71ebd9,stosowanie precyzyjnych urządzeń pomiarowych | obsługiwać przyrządy do przeprowadzania pomiarów w celach naukowych | korzystać z przyrządów pomiarowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a9d2af37-f208-4ce8-8cc2-24de0b02b555,analizować odporność materiałów na obciążenia,released,skill/competence,cross-sector,,"Analiza zdolności materiałów do radzenia sobie ze obciążeniami spowodowanymi przez temperaturę, obciążenia, ruch, wibracje i inne czynniki, przy wykorzystaniu wzorów matematycznych oraz symulacji komputerowych.",http://data.europa.eu/esco/skill/d2e8f452-ac19-4eed-b984-8f55d2a5b763 | http://data.europa.eu/esco/skill/a93011ca-e6ab-4182-8a05-4d4b282cff27,testowanie i analizowanie substancji | sprawdzać jakość surowców
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a9dc215e-4e26-4ac0-b1e8-a721a88af813,przeprowadzać testy konwersji,released,skill/competence,occupation-specific,,"Planować, wykonywać i mierzyć wyniki testów i eksperymenty w celu sprawdzenia możliwości konwersji jednego formatu danych na inny.
   ",http://data.europa.eu/esco/skill/913e7e83-b8f8-4574-b1ca-1b38f3fd974a | http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,wykonywać testy oprogramowania | zakładanie systemów komputerowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/aa0d8201-5a8e-417f-81f4-c04601139582,digitalizacja,released,knowledge,cross-sector,cyfrowe włączanie,Proces przekształcania obiektu z formy analogowej do formatu cyfrowego. Tworzy się w ten sposób cyfrowe przedstawienie obiektu bez wprowadzania w nim zmian.,http://data.europa.eu/esco/isced-f/0322,"bibliotekarstwo, informacja naukowa i archiwistyka"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f,system zarządzania bazą danych,released,knowledge,sector-specific,SQL | SZBD | narzędzia zarządzania bazą danych | silnik bazy danych | systemy baz danych,"Narzędzia do tworzenia, aktualizacji i zarządzania bazami danych, takie jak Oracle, MySQL i Microsoft SQL Server.",http://data.europa.eu/esco/isced-f/0612,projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ab20726a-14dd-4536-9aa1-6166bc1a5832,ocenić koszty dotyczące oprogramowania,released,skill/competence,occupation-specific,,"Stosowanie metod i technik w celu oszacowania i oceny kosztów oprogramowania w ich poszczególnych fazach cyklu życia, w tym kosztów związanych z rozwojem i nabyciem, kosztów konserwacji, włączonych kosztów jakości – w tym kosztów zgodności oraz braków zgodności.",http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186 | http://data.europa.eu/esco/skill/f2cf57fe-d4cb-4b4a-831d-73171cc73909,"wykonywać obliczenia | ocena systemów, programów, urządzeń i produktów"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ab49f767-296b-47d5-af56-0b4a69515b03,administrować zarządzanie tożsamością w ICT,released,skill/competence,sector-specific,,"Zarządzanie identyfikacją, uwierzytelnianiem i autoryzacją jednostek w ramach systemu oraz kontrolowanie ich dostępu do zasobów poprzez łączenie praw i ograniczeń użytkowników z ustaloną tożsamością.",http://data.europa.eu/esco/skill/e67fd42d-25f1-4124-b0be-3b1e3bfdd70c,weryfikacja tożsamości i dokumentacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ab67fbfb-0ca7-4345-8bf6-af8f59480212,opracowywać specyfikacje kopii zapasowej bazy danych,released,skill/competence,sector-specific,,"Określenie procedur, które należy przeprowadzić w bazach danych, aby zapewnić skopiowanie i archiwizację danych dla ich ewentualnego przywrócenia w przypadku utraty.",http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,opracowywanie systemów lub aplikacji ict
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/aba363e7-07ec-4eb2-a89e-bcba397c25ab,obsługiwać drukarki cyfrowe,released,skill/competence,sector-specific,,"Obsługa drukarek atramentowych i laserowych, pozwalająca operatorowi na drukowanie dokumentów w pojedynczym przejściu. Pobieranie lub drukowanie plików cyfrowych za pomocą maszyn do druku cyfrowego z wykorzystaniem prawidłowych ustawień maszyny i wydruku, tak aby stosowane były odpowiednie czcionki i nośniki, a produkt spełniał specyfikacje oraz wymagane normy jakości.",http://data.europa.eu/esco/skill/b769f524-0f25-44d7-8538-5c46710a040e | http://data.europa.eu/esco/skill/6b2f8802-0cbf-436e-a37f-ca55ede41bbc | http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,zarządzać dokumentami elektronicznymi | obsługiwać sprzęt komputerowy | wykorzystywanie narzędzi cyfrowych do kontrolowania maszyn
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/abdc7ac8-151f-40c6-bc1a-1e9b4b073290,rzeczywistość rozszerzona,released,knowledge,cross-sector,,"Proces polegający na nakładaniu różnych treści wirtualnych (takich jak obrazy, obiekty 3D itp.) na rzeczywiste obiekty. Używając urządzeń takich jak telefony komórkowe, użytkownik może korzystać z tej technologii w czasie rzeczywistym.
   ",http://data.europa.eu/esco/isced-f/0619,"technologie informacyjno-komunikacyjne, gdzie indziej niesklasyfikowane"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac516e9b-8bfa-4b72-8e3e-340b0a3a51d5,zarządzać projektami opracowywania treści,released,skill/competence,sector-specific,wdrażać strategie dotyczące treści | zarządzać projektami opracowywania contentu | koordynować projekty tworzenia contentu | zarządzać projektami tworzenia treści | koordynować projekty opracowywania treści,"Opracowywanie i wdrożenie procesu tworzenia, dostarczania treści cyfrowych lub drukowanych oraz zarządzanie nimi, opracowanie systemu, który opisuje cały proces redagowania treści i ich publikacji oraz wykorzystywanie narzędzi ICT do wspierania tego procesu.",http://data.europa.eu/esco/skill/190f64e1-b7b6-4c53-b20b-80f9215ef6ca,"kierowanie projektami, nadzór nad nimi i ich koordynacja"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/acf0a78c-f4e3-4bd9-a5cc-9cf4791b3b95,wprowadzać wirtualną sieć prywatną,released,skill/competence,sector-specific,,"Tworzenie szyfrowanych połączeń między sieciami prywatnymi, takimi jak różne lokalne sieci przedsiębiorstwa w internecie, aby zapewnić dostęp do tych sieci wyłącznie upoważnionym użytkownikom i zapobieganie możliwości przechwytywania danych.",http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,ochrona urządzeń ict
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ad008df3-dcaf-45ee-8892-2319a3b66c98,nadzorować działania podejmowane w ramach klinicznego systemu informatycznego,released,skill/competence,occupation-specific,,"Kontrolowanie i nadzorowanie bieżących działań operacyjnych i systemów informacji klinicznej, takich jak CIS, które są wykorzystywane do gromadzenia i przechowywania informacji klinicznych dotyczących procesu świadczenia opieki zdrowotnej.",http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207 | http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,przewodzić innym osobom | zarządzanie informacjami
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ad59afe4-6f8a-4bc4-acfd-0f228277508a,oprogramowanie systemowe do analizy statystycznej,released,knowledge,cross-sector,,"Specjalny system oprogramowania (SAS) wykorzystywany do zaawansowanej analityki, wywiadu gospodarczego, zarządzania danymi i analizy predykcyjnej.",http://data.europa.eu/esco/isced-f/0542,statystyka
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/adcca622-b933-4ba3-bc43-bf371879edc3,zasady bezpieczeństwa danych,released,knowledge,sector-specific,metody bezpieczeństwa danych | zasady bezpieczeństwa informacji,"Zasady bezpieczeństwa informacji i danych. Obejmują między innymi poufność, integralność i dostępność.",http://data.europa.eu/esco/isced-f/0612,projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ae4f0cc6-e0b9-47f5-bdca-2fc2e6316dce,zarządzać środowiskami ICT do wirtualizacji,released,skill/competence,sector-specific,,"Nadzorować narzędzia, takie jak VMware, kvm, Xen, Docker, Kubernetes i inne, które wykorzystuje się do tworzenia środowisk wirtualnych w różnych celach, takich jak wirtualizacja sprzętu, wirtualizacja pulpitu i wirtualizacja na poziomie systemu operacyjnego.
	",http://data.europa.eu/esco/skill/f5ac9226-0ace-4d34-a1c3-7b3845834a98 | http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,utrzymywać serwer ICT w dobrym stanie | zakładanie systemów komputerowych
